Index; CenterX; CenterY; CenterZ; NormalX; NormalY; NormalZ; RMS; Horiz_ext; Vert_ext; Surf_ext; Surface; Dip dir.; Dip; Family ind.; Subfamily ind.; 
1045;108.624;102.463;92.6437;0.842625;0.0224678;-0.538032;0.0388032;0.322904;0.387214;0.125033;0.106546;268;57;0;0;
1436;110.312;95.7865;91.9625;0.791657;0.205049;-0.57553;0.0232778;0.463654;0.377307;0.17494;0.119813;255;54;0;0;
904;103.995;102.105;85.0287;0.624508;0.652514;-0.429202;0.029048;0.279556;0.331477;0.0926664;0.0575274;223;64;0;0;
1399;110.261;96.842;92.2604;0.635876;-0.276413;-0.720595;0.0209885;0.513585;0.550131;0.282539;0.193369;293;43;0;0;
1181;116.174;87.9638;89.4625;0.81216;0.531686;0.240222;0.0283595;0.27115;0.317926;0.0862056;0.0667282;56;76;0;0;
1179;107.877;104.34;93.9394;0.842678;-0.484435;-0.234982;0.0421061;0.422613;0.567505;0.239835;0.0982359;299;76;0;0;
1177;136.586;71.3346;90.184;0.794591;0.506817;-0.334308;0.0335002;0.450282;0.647131;0.291392;0.173351;237;70;0;0;
1176;102.57;113.388;92.9057;-0.165912;-0.645001;0.745954;0.0194152;0.302628;0.532086;0.161024;0.10692;194;41;0;0;
1174;109.716;99.3323;90.3974;-0.0748574;-0.408808;0.909545;0.036212;0.367741;0.434227;0.159683;0.0896655;190;24;0;0;
51;118.173;86.5647;90.8176;0.8938;-0.378718;-0.240196;0.0157462;0.182628;0.127158;0.0232227;0.0159754;292;76;0;0;
1171;122.885;82.2601;90.557;0.322885;0.798016;-0.508838;0.0288752;0.328694;0.260484;0.0856196;0.0623293;202;59;0;0;
1584;100.997;112.172;91.3034;0.679647;0.705942;-0.199316;0.0224398;0.343965;0.735779;0.253082;0.146374;223;78;0;0;
1170;132.593;75.5573;90.9707;-0.412419;-0.372796;0.831224;0.0160669;0.389388;0.30972;0.120601;0.0672056;227;33;0;0;
1168;135.117;71.2199;88.3979;0.201106;0.979492;-0.0122995;0.024008;0.30583;0.339961;0.10397;0.0802944;191;89;0;0;
204;119.736;84.5172;88.9682;0.902049;0.123062;-0.413719;0.0241368;0.248208;0.195602;0.0485499;0.0324;262;65;0;0;
1165;129.638;77.111;89.0463;0.458462;0.630902;-0.62592;0.0189407;0.387502;0.25992;0.10072;0.0654826;216;51;0;0;
1162;111.758;91.5262;85.663;0.836764;0.385014;-0.389346;0.0268554;0.363067;0.25298;0.0918487;0.0772775;245;67;0;0;
1553;112.305;94.3571;92.2209;0.904829;0.289453;-0.312251;0.0278445;0.813639;0.417038;0.339318;0.140962;252;71;0;0;
1150;111.398;99.9572;93.9556;-0.145646;-0.671512;0.726539;0.0200347;0.394592;0.336206;0.132664;0.0725185;192;43;0;0;
1027;119.635;84.8218;89.2872;0.67453;0.736534;-0.0502686;0.0370929;0.305214;0.296869;0.0906087;0.0634519;222;87;0;0;
1149;98.088;113.73;84.8214;-0.0968856;-0.382956;0.918672;0.0331862;0.544687;1.02819;0.560041;0.222933;194;23;0;0;
1148;125.831;78.8763;87.3461;0.841335;0.530504;-0.10354;0.0159685;0.313615;0.27651;0.0867175;0.0798423;237;84;0;0;
1491;99.5515;112.11;85.9777;0.574917;0.804415;-0.149623;0.0356255;0.825501;0.398691;0.32912;0.270066;215;81;0;0;
814;116.26;86.9278;87.5952;-0.568377;-0.0348278;0.822031;0.027825;0.339902;0.295295;0.100371;0.0734196;266;34;0;0;
1147;121.762;81.9075;89.2132;0.607932;0.72964;-0.313119;0.0433217;0.42868;0.322009;0.138039;0.0703947;219;71;0;0;
1143;129.31;77.2968;90.7205;0.971995;0.216944;0.0903324;0.0304504;0.431839;0.648556;0.280072;0.177815;77;84;0;0;
118;130.704;75.5223;88.462;0.742188;-0.113215;-0.66056;0.0247516;0.275828;0.843021;0.232529;0.121622;278;48;0;0;
834;104.256;107.033;92.1717;0.231944;0.963677;-0.132399;0.0307392;0.374391;0.444858;0.166551;0.0613837;193;82;0;0;
1141;118.127;87.8876;91.9998;0.105029;0.9927;0.0592983;0.0368923;0.362628;0.470341;0.170559;0.062871;6;86;0;0;
1552;109.132;98.957;89.4861;0.642646;0.45172;-0.618834;0.0323374;0.487654;0.454346;0.221564;0.137179;234;51;0;0;
2043;110.98;97.1331;92.7323;0.365058;0.338347;-0.867325;0.0595814;8.27397;5.05488;41.8239;12.6808;227;29;0;0;
1139;133.936;73.7425;91.2989;0.537183;0.816164;-0.212861;0.0393698;0.270512;0.308882;0.0835561;0.063392;213;77;0;0;
1759;135.03;70.7305;86.4863;-0.308044;-0.353272;0.88335;0.0482945;2.17308;1.1473;2.49318;0.938803;221;27;0;0;
1138;105.39;104.588;90.1047;0.298324;0.852724;-0.428794;0.0253294;0.280309;0.281529;0.078915;0.055552;199;64;0;0;
1134;124.009;79.505;88.1496;0.368668;0.903159;-0.219972;0.0250476;0.330118;0.210086;0.069353;0.0613243;202;77;0;0;
1133;110.763;99.6158;93.6432;0.856095;0.0828545;-0.510134;0.0389483;0.423759;0.466645;0.197745;0.0961861;264;59;0;0;
1132;118.413;85.282;87.678;0.574635;0.80557;-0.144403;0.028917;0.316484;0.218268;0.0690782;0.0543915;215;81;0;0;
1964;116.891;88.9202;91.6193;0.699909;0.64456;-0.307683;0.03924;1.6222;0.847044;1.37407;0.900235;227;72;0;0;
1131;133.675;73.3159;89.6943;0.214635;0.584978;0.782134;0.0270126;0.37335;0.257692;0.0962092;0.061337;20;38;0;0;
1154;103.492;110.328;92.9822;0.0988071;0.886291;-0.452465;0.0240272;0.612459;0.333264;0.20411;0.0708071;186;63;0;0;
1128;117.528;85.4673;86.2319;0.762852;0.597039;-0.248196;0.0281012;0.629152;0.464887;0.292485;0.165713;231;75;0;0;
473;114.95;92.3108;92.8025;0.939674;0.244001;0.239742;0.0410326;0.40861;0.581874;0.23776;0.0562794;75;76;0;0;
429;134.828;72.8087;91.2293;0.0159289;-0.458779;0.888408;0.0248683;0.17335;0.647442;0.112234;0.0515479;178;27;0;0;
1123;102.178;108.183;90.4409;-0.0617584;0.0398877;0.997294;0.045508;0.215881;0.303207;0.0654568;0.0400269;302;4;0;0;
1119;137.016;71.715;90.969;0.00432407;0.995866;0.0907261;0.0485836;0.476672;0.285487;0.136083;0.0947118;0;84;0;0;
1117;111.271;91.4351;85.444;-0.32772;-0.332662;0.884271;0.0242821;0.55461;0.320481;0.177742;0.0938804;224;27;0;0;
1019;107.574;98.7144;86.6851;0.963999;0.169767;-0.204657;0.0180761;0.378843;0.368535;0.139617;0.104521;260;78;0;0;
1116;100.782;109.524;87.899;0.10378;0.9912;-0.0821668;0.0201343;0.288985;0.415674;0.120124;0.0861455;185;85;0;0;
1114;125.607;79.6066;88.5522;0.0864555;0.76243;-0.641269;0.0354468;0.266002;0.272409;0.0724613;0.0514735;186;50;0;0;
1112;117.458;85.486;86.1354;0.282969;0.877973;-0.386124;0.0221179;0.325779;0.281367;0.0916634;0.0698506;197;67;0;0;
319;113.596;91.9735;89.9003;0.359131;0.923655;0.133743;0.0265636;0.277581;0.266525;0.0739823;0.0440785;21;82;0;0;
1109;136.733;71.7041;91.0873;0.88692;0.387363;0.251641;0.064487;0.59019;0.54814;0.323507;0.136251;66;75;0;0;
386;130.145;75.924;87.8866;-0.432772;0.885921;0.166889;0.037211;0.353819;0.275455;0.0974612;0.0153243;333;80;0;0;
1106;127.968;77.5141;87.735;0.102691;-0.503269;0.858006;0.0483435;0.314035;0.331282;0.104034;0.0465685;168;30;0;0;
1105;102.938;113.129;92.7988;0.92622;0.202825;-0.317771;0.0434302;0.739224;0.680695;0.503186;0.127215;257;71;0;0;
1769;98.5573;114.419;85.4711;0.546239;0.55925;-0.623589;0.0297431;0.829628;0.39368;0.326608;0.263469;224;51;0;0;
1103;109.717;94.5458;85.4278;0.422865;0.878468;-0.222439;0.029605;0.352431;0.49133;0.17316;0.0631179;205;77;0;0;
1101;102.357;113.327;92.5345;0.994537;0.104216;-0.00595374;0.0252896;0.476701;0.480904;0.229248;0.186152;264;89;0;0;
323;120.271;86.4316;91.993;0.942931;0.306101;0.131086;0.0280358;0.167762;0.235476;0.039504;0.0320214;72;82;0;0;
1356;134.72;72.3821;90.7497;0.137257;0.972414;-0.188602;0.0528824;1.3741;1.16795;1.60488;0.525829;188;79;0;0;
1100;103.695;111.649;93.4021;-0.371682;0.00810284;0.928325;0.0312477;0.630984;0.719432;0.45395;0.133118;271;21;0;0;
467;111.876;92.9677;90.4278;0.11773;0.992817;0.0213002;0.0305171;0.227086;0.320171;0.0727063;0.0566075;6;88;0;0;
1481;124.085;80.7218;88.7764;0.848342;0.484076;-0.214445;0.0395777;0.381777;0.418622;0.15982;0.105452;240;77;0;0;
1099;113.579;90.5929;86.3424;0.523671;0.851724;0.0183331;0.0373751;0.286258;0.465143;0.133151;0.0472332;31;88;0;0;
1098;109.356;100.38;91.3216;0.903183;0.391986;-0.17495;0.0201466;0.252462;0.507971;0.128243;0.0902185;246;79;0;0;
369;110.215;96.0407;87.0254;0.709619;0.696003;-0.109634;0.0289356;0.254364;0.499356;0.127018;0.0311177;225;83;0;0;
1096;118.346;86.5996;90.0028;0.12016;0.742011;0.659531;0.0441893;0.398292;0.360366;0.143531;0.11295;9;48;0;0;
1095;101.767;111.14;91.5432;0.98514;0.0208565;-0.170482;0.0286019;0.282625;0.469939;0.132816;0.0631423;268;80;0;0;
1093;100.716;112.782;90.7062;-0.135091;0.986763;0.0897137;0.0644516;0.381763;0.542899;0.207259;0.0571101;352;84;0;0;
1090;117.679;85.7872;88.3947;0.977369;-0.0684857;-0.200149;0.0401706;0.340826;0.39093;0.133239;0.0803444;274;78;0;0;
1891;133.838;73.0263;89.0306;0.45267;0.891331;-0.0248811;0.0556541;1.64469;1.27191;2.09189;0.955053;206;88;0;0;
1089;100.999;112.208;90.8091;0.589933;0.780865;0.205497;0.0209199;0.252435;0.476579;0.120305;0.0721135;37;78;0;0;
1088;109.676;98.8945;92.8491;0.90239;0.249556;0.351305;0.0128808;0.263951;0.289565;0.0764309;0.0683902;74;69;0;0;
1086;100.179;112.175;89.2901;0.547097;0.702982;0.454423;0.0300831;0.382995;0.232961;0.0892229;0.0602926;37;62;0;0;
691;123.744;81.1394;90.5261;0.737639;0.673991;-0.0402987;0.0360397;0.320897;0.171954;0.0551794;0.0487684;227;87;0;0;
1210;102.12;107.54;89.4687;0.426814;0.831226;-0.35622;0.032921;0.509774;0.291521;0.14861;0.116329;207;69;0;0;
1084;130.202;76.451;88.7941;0.583901;0.526759;-0.617725;0.0188905;0.296575;0.35156;0.104264;0.0690173;227;51;0;0;
1712;123.477;81.1408;89.3425;0.595655;0.796124;-0.106685;0.0498018;0.769376;1.0222;0.786455;0.340658;216;83;0;0;
1081;131.646;75.5445;90.1939;-0.358116;0.927924;0.103492;0.0268304;0.359797;0.210481;0.0757303;0.0636065;338;84;0;0;
1108;131.175;75.3044;89.6147;0.742054;0.500341;0.44611;0.0201803;0.404705;0.349216;0.141329;0.0720734;56;63;0;0;
1083;104.702;100.635;85.2224;-0.222346;-0.142051;0.964564;0.0292878;0.485486;0.437937;0.212612;0.114358;237;15;0;0;
1080;99.0331;114.749;87.837;0.625306;0.766011;-0.149059;0.033167;0.329361;0.277931;0.0915397;0.0561491;219;81;0;0;
1079;123.018;80.202;88.0696;0.665495;0.708695;-0.234239;0.0365418;0.269196;0.269821;0.0726348;0.0556694;223;76;0;0;
1077;98.4933;114.135;86.6147;0.941414;0.3338;-0.0481405;0.0243657;0.231665;0.395524;0.0916292;0.0704642;250;87;0;0;
149;129.912;75.7748;87.8223;0.546528;-0.750154;0.372258;0.0308945;0.302242;0.40887;0.123578;0.0426007;143;68;0;0;
1069;116.862;86.9673;91.2431;0.997953;0.0391753;0.0505388;0.0288951;0.273725;0.315917;0.0864744;0.0692138;87;87;0;0;
1067;105.751;105.875;93.2355;0.612193;0.545819;-0.572103;0.0313614;0.916213;0.546071;0.500318;0.214608;228;55;0;0;
1439;110.558;94.3212;86.059;-0.315272;-0.386182;0.866872;0.0259653;1.94183;1.38473;2.68891;0.917893;219;29;0;0;
420;97.2763;112.981;84.6189;0.0144143;0.375593;0.926672;0.0338523;0.209071;0.77045;0.161079;0.0493156;2;22;0;0;
1066;135.322;72.4193;91.0364;-0.407045;0.904481;-0.127392;0.0334642;0.272656;0.569689;0.155329;0.0479054;155;82;0;0;
1888;107.592;103.113;93.1464;0.715453;0.53947;-0.443958;0.0401579;0.759502;0.700497;0.532029;0.291747;232;63;0;0;
1065;123.106;82.2549;91.0122;0.369766;0.736593;-0.566307;0.0360574;0.304624;0.463973;0.141337;0.0825643;206;55;0;0;
666;100.044;110.782;86.1171;0.435289;0.400317;0.806393;0.0282414;0.454875;0.314669;0.143135;0.0709638;47;36;0;0;
1064;114.371;90.7596;90.0603;-0.204456;-0.300524;0.931602;0.0441965;0.480802;0.319281;0.153511;0.0630132;214;21;0;0;
522;114.648;92.6948;92.6946;0.980738;0.0693259;-0.18261;0.0338213;0.559889;0.431092;0.241364;0.171376;265;79;0;0;
1062;105.002;103.783;89.2179;-0.131184;-0.295297;0.946356;0.0155762;0.568378;0.197187;0.112077;0.0690712;203;18;0;0;
1471;115.01;89.6886;89.7228;0.261;0.905972;-0.333307;0.0518962;0.592643;0.80401;0.476491;0.177579;196;70;0;0;
1060;104.201;108.845;93.0809;0.617616;0.607056;-0.500034;0.0281736;0.537466;0.360844;0.193941;0.145786;225;59;0;0;
1055;135.981;71.5233;89.8566;0.422172;0.895376;0.141675;0.0309851;0.379858;0.179815;0.0683043;0.0587959;25;81;0;0;
571;118.096;87.6363;91.8021;-0.304303;-0.312499;0.899858;0.0151112;0.443984;0.37181;0.165078;0.104778;224;25;0;0;
139;130.357;76.1388;90.4943;0.959422;0.0239985;-0.280952;0.0388023;0.643427;0.351633;0.22625;0.0132102;268;73;0;0;
135;133.428;73.9186;91.1452;0.167041;0.859585;0.482918;0.0324107;0.414087;0.80354;0.332735;0.00420416;10;61;0;0;
1054;136.508;71.2147;89.6468;0.336057;0.243192;0.909903;0.0265504;0.36227;0.280831;0.101737;0.0607696;54;24;0;0;
1140;125.066;79.765;90.3434;0.641234;0.35277;-0.681449;0.0281243;0.346277;0.270564;0.0936902;0.0591481;241;47;0;0;
1053;121.695;83.2082;91.0776;0.863795;0.479192;0.155669;0.0225106;0.330953;0.242381;0.0802168;0.0716222;60;81;0;0;
1975;99.9042;111.77;88.4955;0.826803;-0.451191;-0.335892;0.0507943;1.0362;1.04286;1.08061;0.546607;298;70;0;0;
452;114.574;90.5898;90.0959;-0.560025;-0.258922;0.786976;0.0102317;0.278602;0.178473;0.0497229;0.0331806;245;38;0;0;
1052;128.763;76.5267;87.8367;0.968375;0.249007;0.0156916;0.00744826;0.268792;0.343914;0.0924414;0.0807575;75;89;0;0;
1702;132.565;74.4753;89.2075;-0.162576;0.844404;-0.510442;0.04256;0.44341;0.320538;0.142129;0.118024;169;59;0;0;
1051;116.737;86.8523;90.8438;0.758251;0.371564;-0.535719;0.0320385;0.315143;0.248924;0.0784466;0.0566888;243;57;0;0;
249;130.245;76.1567;88.2072;0.786449;0.329525;-0.522409;0.0267896;0.160862;0.218974;0.0352245;0.0237832;247;58;0;0;
1049;104.439;106.452;91.5263;0.182419;-0.831636;-0.524505;0.028866;0.432634;0.673324;0.291303;0.163774;347;58;0;0;
1047;108.621;102.38;93.3465;-0.0726992;0.557004;0.827322;0.0451491;0.309295;0.349751;0.108176;0.0366595;352;34;0;0;
993;102.443;111.11;91.9955;0.970706;0.238138;0.0319391;0.0240122;0.613233;0.539567;0.33088;0.164884;76;88;0;0;
1046;104.784;103.824;88.1609;0.209023;0.7702;-0.602579;0.0133268;0.487431;0.203232;0.0990615;0.0621745;195;52;0;0;
1044;118.45;86.798;89.7694;0.556883;0.664173;0.498753;0.0243079;0.229048;0.329417;0.0754525;0.052502;39;60;0;0;
638;118.207;86.8758;89.5344;-0.239593;0.928634;-0.283258;0.0273862;0.304372;0.300323;0.09141;0.0658534;165;73;0;0;
1043;122.707;82.5337;90.8071;0.947647;0.293427;-0.125961;0.0317017;0.273143;0.352731;0.0963461;0.0548494;252;82;0;0;
1073;123.507;81.5125;90.9276;0.942;0.210651;0.261269;0.0111748;0.418371;0.177551;0.0742823;0.0658915;77;74;0;0;
1041;110.081;101.159;93.9796;-0.332149;-0.476241;0.814169;0.0285967;0.553574;0.650929;0.360337;0.131848;214;35;0;0;
434;103.132;107.749;91.5791;0.459196;0.856008;-0.237465;0.0228092;0.31361;0.387448;0.121508;0.0368849;208;76;0;0;
397;109.148;96.3167;86.6698;0.273966;0.952031;0.136311;0.0287003;0.317154;0.263338;0.0835188;0.0367478;16;82;0;0;
1037;98.9274;113.116;86.9631;-0.212657;0.968188;-0.131867;0.0314176;0.382498;0.591238;0.226147;0.124684;167;82;0;0;
1034;123.533;81.7867;90.5688;0.40311;0.867649;0.291009;0.0336582;0.189858;0.332109;0.0630534;0.0471952;24;73;0;0;
1305;112.337;92.179;88.1254;0.881302;0.427909;0.2005;0.0233007;0.551865;0.398871;0.220123;0.154684;64;78;0;0;
1033;109.028;101.125;93.3864;0.741797;0.267126;-0.615127;0.0258907;0.256956;0.352653;0.090616;0.0624959;250;52;0;0;
1032;124.017;81.9156;91.5151;0.0804221;0.99576;0.0446491;0.0174932;0.31977;0.338617;0.10828;0.0864401;4;87;0;0;
1031;105.301;102.837;87.8768;0.359763;0.932908;-0.0159395;0.0234928;0.343151;0.429399;0.147349;0.0627055;201;89;0;0;
1026;115.52;90.7131;91.4615;0.768855;0.438248;0.465618;0.0149417;0.654585;0.544862;0.356658;0.244251;60;62;0;0;
1023;120.989;83.7326;88.6348;0.335077;0.936152;-0.106506;0.0370055;0.280667;0.216188;0.0606768;0.0533406;199;83;0;0;
1022;109.979;96.6618;87.4447;0.886393;0.360187;-0.290815;0.0152293;0.309283;0.398272;0.123179;0.0823698;247;73;0;0;
1021;113.126;93.4098;91.6564;0.124603;-0.419463;0.89918;0.0403333;0.357668;0.452931;0.161999;0.0788067;163;25;0;0;
1020;122.778;80.2244;88.078;-0.127365;0.989034;0.0747721;0.0156392;0.276518;0.233411;0.0645422;0.0615714;352;85;0;0;
61;114.627;89.5284;88.4204;0.952072;0.249623;-0.176768;0.0324648;0.288185;0.377303;0.108733;0.0114209;255;79;0;0;
1050;120.373;85.5171;91.3733;0.967123;0.241469;-0.0797897;0.0139851;0.37473;0.342056;0.128179;0.0896573;255;85;0;0;
296;123.829;80.8548;89.3072;0.177148;0.0291951;0.983751;0.0230754;0.572616;0.395826;0.226656;0.0710235;80;10;0;0;
1449;116.996;86.9802;88.9839;0.618149;0.411347;-0.66984;0.0535255;1.05479;0.859385;0.906467;0.275246;236;47;0;0;
1018;114.71;89.9625;89.8822;0.0841943;-0.645124;0.759425;0.020349;0.256708;0.398636;0.102333;0.0791459;172;40;0;0;
1391;126.743;78.4256;90.0483;0.654768;0.725895;-0.210608;0.025901;0.409834;0.410451;0.168217;0.13936;222;77;0;0;
1016;112.564;93.8414;92.7771;-0.0509528;0.602131;0.79677;0.021996;0.275963;0.507763;0.140124;0.0614327;355;37;0;0;
469;107.031;105.703;93.9263;0.762588;0.643895;0.0621209;0.0392506;0.252406;0.292634;0.0738625;0.0404963;49;86;0;0;
795;122.985;78.9772;85.766;-0.445236;-0.217883;0.8685;0.0273287;0.378876;0.21121;0.0800224;0.0549705;243;29;0;0;
1167;131.089;75.4919;90.5948;0.658068;0.501469;-0.561672;0.0226435;0.331238;0.246873;0.0817738;0.0551866;232;55;0;0;
1013;116.577;86.472;88.263;-0.334762;-0.0632802;0.940176;0.0252428;0.385437;0.249649;0.0962239;0.0667829;259;19;0;0;
1012;102.436;109.908;91.5581;-0.160476;0.986226;-0.0400637;0.04653;0.808666;0.529119;0.427881;0.0886551;170;87;0;0;
1009;101.495;109.669;90.9384;0.612749;-0.289942;-0.735168;0.018526;0.570157;0.36886;0.210308;0.128571;295;42;0;0;
1008;111.241;98.6035;93.4991;-0.0806321;0.896721;-0.43519;0.0116355;0.274066;0.256399;0.0702703;0.0597562;174;64;0;0;
564;122.316;80.3916;88.1604;0.936251;0.314213;-0.157174;0.00666484;0.436777;0.22277;0.0973009;0.0847884;251;80;0;0;
1007;125.333;80.2134;90.7329;0.235174;0.961793;-0.140172;0.0485713;0.812874;1.22888;0.998921;0.101619;193;81;0;0;
1358;136.753;71.3462;90.5128;0.907466;-0.07052;-0.414166;0.0334747;0.331058;0.558438;0.184875;0.102051;274;65;0;0;
1006;117.862;88.1148;91.8632;0.724105;0.3385;-0.600908;0.0204695;0.303514;0.378109;0.114761;0.0673137;244;53;0;0;
1408;114.114;91.548;90.5422;0.963736;0.0595065;-0.260139;0.0527718;0.785219;0.695082;0.545792;0.308394;266;74;0;0;
1005;126.809;79.3845;90.8878;0.737064;0.666286;-0.113136;0.0211672;0.26006;0.326667;0.084953;0.0711246;227;83;0;0;
1721;108.513;102.536;93.0096;0.912345;0.362762;0.189816;0.0326609;1.48767;0.95113;1.41497;0.557672;68;79;0;0;
1003;109.927;97.3215;91.9924;0.811577;0.491362;-0.31608;0.0269406;0.377464;0.248497;0.0937988;0.0657753;238;71;0;0;
1746;135.6;70.8799;87.3965;-0.0528882;0.998578;-0.0067152;0.0283552;0.46843;0.461894;0.216365;0.113932;176;89;0;0;
1001;115.998;87.5719;88.5858;-0.0255292;0.828009;-0.560133;0.03314;0.471298;0.489313;0.230612;0.138583;178;55;0;0;
1110;111.53;94.4171;92.0498;0.400718;0.877228;-0.264378;0.0358047;0.393322;0.420938;0.165564;0.127194;204;74;0;0;
1000;110.95;93.9913;86.1197;0.551535;0.81061;-0.196774;0.0359448;0.368362;0.335415;0.123554;0.0676656;214;78;0;0;
1877;105.915;104.196;91.535;0.90572;0.405669;0.1229;0.0687771;3.57273;1.38882;4.96187;2.70364;65;82;0;0;
1418;120.174;86.0681;91.5904;0.835104;0.436236;-0.335112;0.0228712;0.889821;0.38739;0.344708;0.2326;242;70;0;0;
999;128.246;77.2283;90.5013;-0.336291;-0.400541;0.852335;0.00939357;0.525287;0.227524;0.119515;0.0675702;220;31;0;0;
997;127.805;78.1651;90.1829;0.4947;0.830526;0.255929;0.0301992;0.283809;0.279331;0.0792765;0.0681121;30;75;0;0;
1335;119.527;85.3855;89.8933;0.40025;0.892728;-0.20697;0.0343711;0.446573;0.281149;0.125553;0.107927;204;78;0;0;
1429;107.526;101.601;90.3908;0.341692;0.711091;-0.614489;0.0286485;0.410873;0.392646;0.161327;0.110136;205;52;0;0;
996;114.91;90.3294;90.4877;0.971385;-0.184841;-0.14915;0.0206891;0.255086;0.31284;0.0798012;0.0696968;280;81;0;0;
271;117.723;85.2028;86.0851;0.337031;0.906589;-0.253979;0.0360209;0.281548;0.243181;0.0684671;0.045139;200;75;0;0;
1198;100.169;113.123;89.063;0.714065;0.52881;0.458771;0.0155623;0.550337;0.351602;0.1935;0.152906;53;62;0;0;
385;125.735;79.6312;88.9366;0.59645;0.67101;-0.440446;0.0383043;0.346543;0.226941;0.0786447;0.0554304;221;63;0;0;
994;128.295;77.575;90.9718;0.901541;0.243818;0.357458;0.0477305;0.440106;0.66309;0.29183;0.0641028;74;69;0;0;
1322;99.223;112.947;86.812;0.716906;0.40009;-0.570941;0.040142;0.605731;0.589223;0.35691;0.236228;240;55;0;0;
987;102.082;108.006;90.2841;0.883199;-0.0694662;-0.463826;0.0270017;0.546518;0.396933;0.216931;0.133983;274;62;0;0;
986;107.241;102.15;91.2358;0.567395;0.787426;-0.240879;0.0297604;0.251512;0.352545;0.0886693;0.0654922;215;76;0;0;
1203;102.95;108.09;91.4612;-0.513572;0.273099;0.813425;0.0408975;0.902147;0.798959;0.720778;0.355083;298;35;0;0;
613;101.599;111.987;91.5425;0.861646;0.269714;-0.429907;0.0206828;0.258737;0.384041;0.0993655;0.065169;252;64;0;0;
985;125.093;79.7582;90.122;0.844857;0.44247;0.300727;0.0133057;0.342896;0.292054;0.100144;0.08435;62;72;0;0;
958;107.579;100.837;89.4479;0.208897;0.866519;0.453329;0.0310491;0.291866;0.294639;0.0859949;0.0743579;13;63;0;0;
1265;117.586;86.3505;90.6978;0.714217;0.67373;-0.189691;0.0293509;0.437809;0.46127;0.201948;0.120367;226;79;0;0;
984;119.377;86.6968;91.7367;0.0930767;-0.533499;0.840664;0.032144;0.764505;0.682669;0.521904;0.144278;170;32;0;0;
979;100.159;109.479;84.9291;0.605995;0.529998;-0.593188;0.045492;0.465675;0.565436;0.263309;0.152183;228;53;0;0;
977;102.444;107.618;89.7654;0.159708;0.915973;0.368086;0.0382771;0.203447;0.251253;0.0511167;0.0401342;9;68;0;0;
976;125.642;79.5068;88.1146;0.619412;0.785063;0.00222892;0.0416759;0.219036;0.240174;0.0526068;0.0509356;38;89;0;0;
974;99.3169;116.288;89.5263;-0.54061;-0.44374;0.714728;0.0278831;0.316268;0.34502;0.109119;0.0652389;230;44;0;0;
973;107.02;101.395;90.6752;-0.618491;0.750589;-0.232561;0.0284348;0.323542;0.323977;0.10482;0.0751564;140;76;0;0;
970;110.529;95.1372;86.3962;0.683416;0.473718;-0.555459;0.0264394;0.364902;0.31463;0.114809;0.0711111;235;56;0;0;
1175;102.984;111.943;92.8626;0.988563;0.0638645;-0.13662;0.027314;0.217558;0.310443;0.0675393;0.0588071;266;82;0;0;
186;106.801;106.017;93.9267;0.60988;0.788762;-0.0768152;0.0431604;0.340773;0.501872;0.171024;0.104418;217;85;0;0;
1479;119.089;85.3188;88.934;0.272272;0.961937;0.0233714;0.0376862;0.755483;0.712971;0.538637;0.243923;15;88;0;0;
1187;108.741;101.307;92.13;0.918387;-0.0676158;-0.389864;0.0230847;0.390204;0.374081;0.145968;0.080307;274;67;0;0;
968;117.808;85.2158;85.8513;0.0346695;0.997735;-0.0576414;0.032941;0.282421;0.268628;0.0758662;0.0622809;181;86;0;0;
964;99.0841;117.153;90.5734;0.948003;0.252529;-0.193699;0.0310943;0.420545;0.476672;0.200462;0.062913;255;78;0;0;
