Index; CenterX; CenterY; CenterZ; NormalX; NormalY; NormalZ; RMS; Horiz_ext; Vert_ext; Surf_ext; Surface; Dip dir.; Dip; Family ind.; Subfamily ind.; 
1658;100.572;108.874;84.9619;-0.433093;-0.534907;0.725469;0.0312669;0.984592;0.628318;0.618637;0.297466;218;43;0;0;
1617;125.877;80.0395;90.8979;0.207805;0.950609;0.230562;0.0302218;0.572217;0.237508;0.135906;0.116658;12;76;0;0;
558;123.525;81.5649;90.7537;0.751073;-0.000274429;-0.660219;0.0351955;0.406977;0.50469;0.205397;0.0262513;270;48;0;0;
116;135.228;72.1618;91.3095;0.89086;0.40628;-0.203237;0.0279199;0.468721;0.124625;0.0584141;0.028191;245;78;0;0;
737;128.424;76.8637;88.8487;0.753075;0.65711;-0.0329271;0.048802;0.520043;0.597469;0.310709;0.0964938;228;88;0;0;
735;129.417;76.389;88.1872;0.677963;-0.663023;0.317437;0.0250842;0.29192;0.349494;0.102024;0.0733419;134;71;0;0;
1933;115.499;88.385;88.5354;0.993202;-0.111896;-0.0320831;0.0142941;0.565781;0.504135;0.28523;0.280953;276;88;0;0;
732;113.975;93.2523;91.6833;-0.488239;-0.527117;0.695536;0.0370718;0.436118;0.277352;0.120958;0.0650665;222;45;0;0;
1151;107.895;101.534;91.0408;0.110227;0.946374;-0.303686;0.0353041;0.464741;0.296472;0.137783;0.0647952;186;72;0;0;
1979;112.461;92.3744;89.5899;0.261764;0.964805;0.0251397;0.0658836;2.30281;1.85711;4.27657;2.2925;15;88;0;0;
945;99.9731;114.642;90.2982;0.981015;0.0371879;-0.190335;0.034955;0.241313;0.378346;0.0912999;0.0765946;267;79;0;0;
606;107.916;102.267;92.0531;-0.0275803;0.990798;0.132508;0.0288801;0.430091;0.356662;0.153397;0.0710946;358;82;0;0;
230;130.682;75.6119;89.4003;0.375823;0.897255;-0.231712;0.0412956;0.68676;0.584833;0.40164;0.0637066;202;76;0;0;
730;102.621;113.097;92.6236;-0.0338876;0.827521;-0.560412;0.0271573;0.591209;0.354003;0.20929;0.145131;177;55;0;0;
624;110.943;91.8624;85.3199;-0.244993;0.360952;0.899829;0.023566;0.397503;0.346717;0.137821;0.0691699;325;25;0;0;
217;117.255;86.3384;90.281;-0.0614694;0.992171;-0.108713;0.0251713;0.192735;0.144333;0.027818;0.0251916;176;83;0;0;
729;110.403;95.1468;91.7742;0.806294;0.348309;-0.478091;0.0282324;0.348849;0.276934;0.0966081;0.0662677;246;61;0;0;
726;117.728;87.8405;91.6827;-0.498512;-0.00775142;0.866848;0.0210425;0.461563;0.512388;0.236499;0.142479;269;29;0;0;
1403;127.497;76.4159;86.2491;0.23821;0.940139;-0.243712;0.0323936;0.307217;0.597199;0.18347;0.146739;194;75;0;0;
1078;123.905;81.021;89.2103;-0.182944;0.390278;0.902338;0.0346137;0.30404;0.254369;0.0773384;0.0542474;334;25;0;0;
1303;107.361;100.119;88.6866;0.656557;0.439209;-0.613212;0.0244179;0.491408;0.456305;0.224232;0.131545;236;52;0;0;
353;116.51;89.5116;91.9415;-0.162564;0.640819;0.750283;0.0387363;0.337682;0.223978;0.0756334;0.023198;345;41;0;0;
529;106.897;103.935;93.2474;-0.157838;-0.105089;0.981857;0.0169905;0.684425;0.301909;0.206634;0.0632142;236;10;0;0;
825;123.59;81.2307;90.172;-0.0316593;0.983127;0.180163;0.0449561;0.491325;0.507984;0.249585;0.0301936;358;79;0;0;
723;134.667;71.8515;89.126;0.89806;0.437681;0.0438712;0.0200923;0.356236;0.313442;0.111659;0.0774704;64;87;0;0;
722;116.88;85.9794;86.831;0.521188;0.561092;-0.64307;0.0308801;0.555161;0.435361;0.241695;0.152412;222;49;0;0;
1424;107.886;96.919;85.2045;-0.41378;0.333983;0.846901;0.0331671;0.569793;0.838798;0.477942;0.258404;308;32;0;0;
1799;103.81;104.386;86.7686;-0.542926;-0.445672;0.711764;0.0306431;1.58607;0.624984;0.991267;0.630498;230;44;0;0;
1320;107.895;97.7743;85.4451;0.95669;0.288193;-0.0410951;0.0238988;1.12352;0.45153;0.507301;0.304507;253;87;0;0;
721;127.976;77.4609;87.5856;-0.281973;-0.439925;0.852618;0.0275247;0.332894;0.25304;0.0842355;0.0603752;212;31;0;0;
720;129.662;77.1101;89.7969;0.436942;0.89678;-0.069764;0.0381666;0.468285;0.313247;0.146689;0.0594804;205;85;0;0;
718;99.2943;115.829;89.2448;0.978953;-0.106698;0.173973;0.0172458;0.231259;0.328062;0.0758674;0.0664104;96;79;0;0;
716;118.201;86.5155;91.144;0.166885;0.955948;-0.24148;0.0275452;0.582458;0.320772;0.186836;0.0621501;189;76;0;0;
1999;107.121;103.092;92.6214;0.772895;0.293054;-0.562809;0.0601046;1.2899;2.26065;2.91601;0.832869;249;55;0;0;
799;123.087;81.8248;90.7515;-0.145114;-0.683105;0.715758;0.0223023;0.284961;0.24585;0.0700576;0.0526719;191;44;0;0;
713;107.44;99.4683;88.0342;0.484952;0.531154;-0.694764;0.0252172;0.343383;0.359894;0.123581;0.069932;222;45;0;0;
1907;118.394;86.6354;91.3753;-0.272534;-0.594387;0.756591;0.0595066;3.19672;1.45018;4.63582;1.68477;204;40;0;0;
712;119.156;86.2477;90.7394;0.0304358;0.919979;0.390784;0.0154854;0.262346;0.21807;0.0572097;0.05237;1;66;0;0;
91;98.8181;115.245;88.2603;-0.665946;0.154722;0.729779;0.0245069;0.152777;0.281562;0.0430162;0.0149341;283;43;0;0;
710;109.822;99.1186;90.3581;-0.656266;-0.334227;0.676467;0.0381388;0.39076;0.3655;0.142823;0.0637376;243;47;0;0;
740;100.902;112.652;90.5446;0.916947;0.276633;-0.287546;0.0335914;0.355248;0.2702;0.095988;0.0734835;253;73;0;0;
709;117.217;88.7902;91.8999;0.654655;0.467377;-0.594126;0.0225133;0.30864;0.513029;0.158341;0.0811392;234;53;0;0;
893;99.2114;114.238;88.3626;0.769562;-0.619512;-0.154856;0.0263608;0.639301;0.421807;0.269661;0.118407;308;81;0;0;
153;113.33;92.2427;89.1766;0.298446;-0.645699;0.702854;0.0338488;0.220817;0.271542;0.059961;0.0404608;155;45;0;0;
703;125.452;79.6206;88.3348;0.155665;0.945715;-0.285291;0.0299284;0.565269;0.232437;0.131389;0.114913;189;73;0;0;
1847;120.07;84.7032;89.4687;0.320477;0.723799;-0.611072;0.0472101;1.43425;1.59508;2.28774;0.923827;203;52;0;0;
1372;130.053;76.5085;89.2624;0.415461;0.909384;0.0203221;0.031357;0.547561;0.679294;0.371955;0.193873;24;88;0;0;
2042;100.955;114.75;92.1143;-0.290147;-0.27117;0.917759;0.0628526;5.61595;3.36628;18.9049;8.01937;226;23;0;0;
699;117.725;85.0421;86.7105;0.652069;0.74981;-0.112205;0.0336059;0.404655;0.288995;0.116943;0.0632078;221;83;0;0;
839;124.629;80.3805;90.6691;0.393681;0.880083;-0.265461;0.0400282;0.354984;0.327556;0.116277;0.0672692;204;74;0;0;
1593;99.3858;114.498;88.7556;0.899687;0.20876;-0.383383;0.0318248;0.37869;0.420456;0.159222;0.127727;256;67;0;0;
693;123.238;81.7293;90.5688;-0.0274664;0.964276;-0.263473;0.0304485;0.410374;0.49409;0.202762;0.133023;178;74;0;0;
953;112.245;96.3491;93.1301;0.350635;0.936452;0.0106665;0.0527597;0.501564;0.483563;0.242538;0.165416;20;89;0;0;
692;123.709;81.1675;90.6854;0.151818;0.268067;0.951363;0.0422623;0.31709;0.288452;0.0914653;0.0492356;29;17;0;0;
789;128.251;75.4867;86.1125;0.122708;-0.279529;0.952264;0.0237341;0.360651;0.323628;0.116717;0.0749731;156;17;0;0;
1468;132.246;74.567;89.5343;0.00584403;-0.674958;0.737833;0.0204659;0.633259;0.478069;0.302741;0.217188;179;42;0;0;
1595;108.096;101.109;90.7134;-0.229739;-0.571375;0.787877;0.0274291;1.3706;0.943761;1.29352;0.719275;201;38;0;0;
978;130.551;75.5223;90.5276;0.435989;0.896667;0.0768183;0.0169637;0.369552;0.214257;0.0791789;0.0675435;25;85;0;0;
689;105.794;104.936;92.6108;0.255047;0.949301;-0.183789;0.0289321;0.341079;0.463352;0.15804;0.0773094;195;79;0;0;
687;107.737;100.701;89.3437;0.982741;0.147229;-0.111997;0.0154813;0.337239;0.410557;0.138456;0.0803691;261;83;0;0;
1936;101.584;107.929;87.1513;0.943761;0.144618;-0.297323;0.0560191;1.40394;2.15284;3.02247;1.45399;261;72;0;0;
673;102.866;106.803;89.4557;-0.334166;0.692351;-0.639518;0.00832686;0.351669;0.327498;0.115171;0.0704049;154;50;0;0;
670;114.838;92.2609;92.7081;-0.0204418;-0.0129523;0.999707;0.0373441;0.525333;0.257845;0.135454;0.0587868;237;1;0;0;
669;108.76;99.3595;88.8312;0.666376;0.703172;-0.247976;0.0452147;0.390722;0.526572;0.205743;0.152018;223;75;0;0;
1494;121.906;82.9421;90.6993;0.579474;0.701774;-0.414394;0.0458388;0.794582;0.670609;0.532854;0.24977;219;65;0;0;
57;111.739;91.4125;86.2544;0.977202;0.0688917;-0.200823;0.017225;0.219362;0.223867;0.049108;0.0197984;265;78;0;0;
788;121.918;82.1645;89.5073;-0.568345;0.813863;0.120875;0.0386047;0.280977;0.254959;0.0716376;0.0528964;325;83;0;0;
679;121.791;83.4681;91.4443;0.438571;0.814101;-0.380652;0.0311551;0.340613;0.274892;0.093632;0.0693141;208;67;0;0;
1898;109.519;99.319;92.6213;0.926367;0.334052;-0.173933;0.0324394;0.704061;0.425562;0.299622;0.269072;250;79;0;0;
6;99.8528;116.292;92.709;0.924171;-0.379052;0.0472019;0.00854682;0.0436068;0.308824;0.0134668;0.00471878;112;87;0;0;
667;115.823;90.322;90.9465;-0.00468164;-0.645458;0.763781;0.0103126;0.319062;0.329999;0.10529;0.0881002;180;40;0;0;
1126;113.468;90.7054;86.4519;0.0944366;0.719686;0.687847;0.0341986;0.84912;0.391168;0.332149;0.19466;7;46;0;0;
921;124.795;79.6421;88.9888;0.0199555;-0.460652;0.887357;0.00732899;0.783534;0.432429;0.338823;0.27277;177;27;0;0;
242;115.7;87.5367;88.1883;0.0132625;0.953873;-0.299916;0.0232357;0.443408;0.544402;0.241392;0.0249051;180;72;0;0;
1944;99.938;111.329;88.6144;0.863248;0.337593;-0.375278;0.0343642;0.497568;0.648091;0.32247;0.271267;248;67;0;0;
664;104.754;104.123;89.0108;0.917705;-0.373204;-0.136146;0.0181189;0.395447;0.238002;0.0941171;0.0838686;292;82;0;0;
609;110.329;95.4216;91.8006;0.984115;0.164013;-0.0679527;0.0193133;0.265495;0.283668;0.0753124;0.0640186;260;86;0;0;
832;107.047;102.365;91.1289;0.734283;0.331616;-0.592335;0.026995;0.381602;0.238162;0.0908831;0.0574805;245;53;0;0;
245;113.105;92.1394;89.0942;-0.213624;0.0870578;0.973029;0.0247497;0.306647;0.300404;0.092118;0.0568825;292;13;0;0;
316;108.138;102.741;92.7351;0.979804;-0.199677;0.0106006;0.0241639;0.204705;0.336117;0.0688049;0.0417593;101;89;0;0;
1371;105.178;104.383;89.8696;-0.131191;-0.445255;0.885741;0.0439152;1.19485;0.651055;0.77791;0.409523;196;27;0;0;
1744;128.202;77.1829;88.8572;0.790694;0.600232;0.12052;0.0193901;0.387165;0.591747;0.229103;0.156495;52;83;0;0;
239;100.778;110.345;89.406;0.060541;0.940843;-0.333391;0.0151876;0.253089;0.167923;0.0424994;0.03289;183;70;0;0;
8;133.687;71.4676;86.2694;0.749468;-0.300575;-0.589875;0.015049;0.460387;0.223755;0.103014;0.0430061;291;53;0;0;
1104;107.661;99.4258;88.0455;-0.0921313;-0.500802;0.860645;0.0113782;0.267935;0.458;0.122714;0.0880721;190;30;0;0;
661;110.758;94.5132;86.2464;0.592707;0.609286;-0.526754;0.0375778;0.349059;0.330928;0.115514;0.0749157;224;58;0;0;
660;99.9602;110.845;86.6935;0.875729;0.432318;-0.214942;0.0228975;0.233004;0.352047;0.0820285;0.0634962;243;77;0;0;
1711;116.22;86.7289;87.3624;0.971209;0.219936;0.0915476;0.0274609;0.594674;0.36083;0.214576;0.199396;77;84;0;0;
1485;120.524;84.5289;90.1413;0.97587;-0.0349854;0.21553;0.0146619;0.337511;0.414973;0.140058;0.132526;92;77;0;0;
657;99.3913;115.752;90.1098;0.970951;0.176107;-0.161989;0.0213307;0.279474;0.257474;0.0719574;0.063808;259;80;0;0;
1474;113.662;94.3365;92.4982;-0.636591;-0.248302;0.730135;0.0312456;0.541658;0.383353;0.207646;0.123133;248;43;0;0;
1714;121.893;82.0721;87.241;0.660646;0.744115;0.0991957;0.0404179;0.465843;0.270162;0.125853;0.115018;41;84;0;0;
1221;135.872;70.4502;86.6926;0.557723;0.546938;-0.624343;0.0287654;0.377631;0.580047;0.219044;0.107626;225;51;0;0;
412;133.748;72.9354;88.6358;0.0129617;-0.609836;0.792421;0.0247843;0.257992;0.423649;0.109298;0.08314;178;37;0;0;
610;116.738;87.7854;90.6313;0.877085;-0.468545;-0.105776;0.0292945;0.442468;0.310565;0.137415;0.0917817;298;83;0;0;
141;100.522;111.288;90.3737;0.679383;0.721411;-0.134184;0.0303753;0.52965;0.410412;0.217375;0.0440487;223;82;0;0;
656;99.6844;111.684;87.8656;0.931724;0.015813;-0.362824;0.0353748;0.259433;0.263328;0.068316;0.0565519;269;68;0;0;
1137;104.281;109.206;93.5559;0.736247;0.417159;-0.532841;0.0381979;0.345681;0.374989;0.129626;0.0776258;240;57;0;0;
399;104.642;105.863;90.4313;0.93274;-0.343632;-0.109148;0.0215143;0.172949;0.355885;0.0615499;0.0416866;290;83;0;0;
1641;130.791;75.8956;87.8802;0.802312;0.554612;-0.220686;0.0312949;0.577844;0.313148;0.180951;0.153311;235;77;0;0;
654;98.9541;113.07;86.6172;0.571672;0.801385;-0.175994;0.0371307;0.348466;0.223877;0.0780137;0.0580354;215;79;0;0;
1061;121.181;84.6339;91.7332;-0.53807;-0.153818;0.828747;0.036047;0.539287;0.239237;0.129017;0.0584868;254;34;0;0;
801;121.278;83.1425;90.6483;0.985693;-0.129075;0.108393;0.0230903;0.2868;0.210553;0.0603866;0.0498439;97;83;0;0;
443;123.419;81.3605;89.9026;-0.194075;0.594128;0.780607;0.0345469;0.425742;0.366535;0.156049;0.0115553;341;38;0;0;
686;106.07;103.636;90.6442;0.164257;0.854773;-0.492323;0.0198504;0.377326;0.243098;0.091727;0.0692034;190;60;0;0;
651;107.186;101.507;91.3136;0.0429267;0.91731;0.395854;0.0144915;0.268151;0.272236;0.0730003;0.0599412;2;66;0;0;
508;107.52;101.456;90.9868;0.0764988;0.04721;0.995951;0.0480905;0.322141;0.278636;0.0897602;0.0302596;58;5;0;0;
647;121.513;83.129;86.573;0.468034;0.816768;-0.337394;0.0314314;0.407344;0.381718;0.155491;0.0614549;209;70;0;0;
777;116.794;86.289;88.1343;-0.00912116;0.999654;0.0246647;0.0173594;0.322103;0.326508;0.105169;0.0757618;359;88;0;0;
634;132.15;75.3997;90.4348;0.900371;0.398054;0.175741;0.0138281;0.424722;0.464219;0.197164;0.117673;66;79;0;0;
791;122.445;82.0613;89.9525;0.0373149;0.981789;0.186272;0.00975962;0.240239;0.264518;0.0635476;0.0611685;2;79;0;0;
22;122.39;83.1233;91.5266;-0.827879;0.471929;-0.30315;0.0310281;0.247751;0.239983;0.0594561;0.0189418;119;72;0;0;
632;110.154;96.531;88.5843;0.975376;-0.171811;-0.138284;0.0125026;0.321281;0.215025;0.0690836;0.064946;279;82;0;0;
143;102.278;109.993;92.5775;0.994625;0.09385;0.0437405;0.00759552;0.283486;0.324117;0.0918826;0.0398577;84;87;0;0;
627;108.489;102.242;93.2262;0.0517596;0.997922;-0.0383807;0.0200661;0.278095;0.276288;0.0768345;0.0487334;182;87;0;0;
1986;134.494;71.8452;86.9237;0.798574;0.443243;-0.407204;0.0421134;1.32708;0.953163;1.26493;0.920465;240;65;0;0;
293;102.897;112.251;92.4961;0.638601;0.241196;-0.730762;0.0252947;0.315964;0.283689;0.0896356;0.0504159;249;43;0;0;
626;118.489;86.3327;90.5795;0.363017;0.842314;-0.398405;0.0208094;0.315829;0.271246;0.0856674;0.0645067;203;66;0;0;
1754;101.795;108.295;90.1187;0.73202;0.637752;-0.239624;0.037761;0.518111;0.790872;0.40976;0.267008;228;76;0;0;
625;117.259;88.8033;90.7619;0.933859;0.34804;0.0823094;0.0225078;0.341801;0.250477;0.085613;0.0671658;69;85;0;0;
148;103.429;107.935;92.018;0.738008;-0.233539;-0.633091;0.0089019;0.2531;0.208793;0.0528455;0.0433041;287;50;0;0;
622;100.452;111.422;90.0896;-0.130143;0.905358;-0.404215;0.0481784;0.570249;0.62094;0.354091;0.278395;171;66;0;0;
850;123.004;82.085;90.5307;0.725269;0.684994;0.0690588;0.0421825;0.365694;0.242217;0.0885771;0.0658099;46;86;0;0;
1630;106.811;98.6036;85.2858;0.897912;0.336452;-0.28382;0.0316017;0.824922;0.439571;0.362612;0.183817;249;73;0;0;
621;103.513;102.842;84.9721;-0.153437;0.24558;0.957156;0.0205222;0.546567;0.573922;0.313687;0.184162;328;16;0;0;
764;124.674;79.3399;87.9287;0.956123;0.289798;-0.0429634;0.0150579;0.440524;0.684928;0.301727;0.134154;253;87;0;0;
206;123.764;81.4181;90.2246;0.790592;0.518776;-0.325324;0.0392016;0.298962;0.171377;0.0512354;0.0316273;236;71;0;0;
48;129.516;77.13;90.0396;-0.0243573;0.62369;0.781292;0.0316797;0.2426;0.227785;0.0552606;0.018114;357;38;0;0;
675;117.232;85.5473;85.7674;0.587088;0.658737;-0.470525;0.0397;0.339197;0.358088;0.121462;0.0710205;221;61;0;0;
2040;112.879;93.3437;91.4852;-0.150019;-0.661028;0.735212;0.0510125;3.01163;2.82583;8.51036;3.56815;192;42;0;0;
235;99.222;116.457;91.8516;0.697397;0.703748;-0.135561;0.0380192;0.265197;0.383037;0.10158;0.0403966;224;82;0;0;
584;98.7022;113.16;86.6263;0.69153;0.5278;0.493167;0.0191238;0.301538;0.24663;0.0743684;0.058874;52;60;0;0;
763;130.81;75.4593;89.8753;0.590393;0.0181104;0.806913;0.0214352;0.296894;0.313751;0.0931505;0.0656782;88;36;0;0;
620;100.506;111.622;90.3552;-0.0485585;-0.702778;0.70975;0.0196562;0.576419;0.249137;0.143607;0.0784006;183;44;0;0;
909;103.03;104.493;85.2337;0.831211;0.503053;-0.236696;0.0293795;0.410845;0.416709;0.171203;0.0773491;238;76;0;0;
1606;121.501;83.4156;91.1931;-0.459676;-0.429842;0.777132;0.0215945;1.15391;0.539354;0.622369;0.279311;226;39;0;0;
97;103.353;105.634;87.9625;0.99722;-0.0378089;-0.0642154;0.0087733;0.221916;0.289316;0.064204;0.0153817;272;86;0;0;
617;101.542;104.401;84.845;-0.327789;-0.295923;0.897209;0.0252619;0.290666;0.332075;0.0965228;0.0680765;227;26;0;0;
308;136.684;71.2115;90.1401;-0.0646395;0.9605;0.270667;0.0280212;0.147454;0.232555;0.0342911;0.0184264;356;74;0;0;
1450;114.847;91.3396;91.3904;-0.228855;-0.40405;0.885646;0.0170396;0.603308;0.476905;0.287721;0.166627;209;27;0;0;
879;117.81;86.2933;89.0339;0.98512;0.13954;-0.100339;0.0480142;0.263965;0.284992;0.0752281;0.044206;261;84;0;0;
615;108.473;101.41;91.9482;-0.239302;-0.105782;0.965166;0.0212644;0.455041;0.46626;0.212167;0.109025;246;15;0;0;
611;101.402;112.045;91.4187;0.334934;0.91791;-0.212747;0.0430369;0.473144;0.441236;0.208768;0.144034;200;77;0;0;
2021;105.087;102.806;87.3525;0.632091;0.407181;-0.659291;0.0370929;1.64523;0.937152;1.54183;0.972125;237;48;0;0;
169;102.963;109.433;91.4486;0.96908;-0.0213006;0.245825;0.0240018;0.187796;0.183692;0.0344966;0.0284713;91;75;0;0;
733;107.551;101.942;91.4917;0.64725;0.559474;-0.517742;0.0442094;0.56416;0.507597;0.286366;0.120329;229;58;0;0;
1545;129.185;77.1104;89.6206;-0.697612;0.715822;0.0306034;0.0428746;0.479889;0.967235;0.464166;0.311777;315;88;0;0;
608;116.125;86.9032;86.2239;0.43332;0.897594;0.0809863;0.0332448;0.38171;0.239411;0.0913855;0.0601192;25;85;0;0;
642;131.848;74.4526;89.2424;0.824106;0.546553;0.148758;0.036636;0.279413;0.255275;0.0713271;0.0474006;56;81;0;0;
768;136.619;71.923;91.1913;0.63445;0.44201;0.634113;0.0440006;0.310551;0.28566;0.0887122;0.041584;55;50;0;0;
603;125.611;79.5752;90.3703;0.0717854;0.995781;0.0571497;0.0352816;0.634461;0.444444;0.281983;0.0512643;4;86;0;0;
601;124.304;79.7381;88.995;0.864501;0.379121;-0.330007;0.0265304;0.411012;0.251679;0.103443;0.0632479;246;70;0;0;
359;131.65;75.8604;90.6378;0.799602;-0.554767;0.229934;0.0316127;0.27336;0.36589;0.10002;0.0202344;124;76;0;0;
936;130.909;75.7622;89.5189;0.519486;0.71323;-0.470571;0.0416064;0.455228;0.319877;0.145617;0.0905606;216;61;0;0;
157;118.155;87.7031;91.9209;0.269787;-0.0150234;0.962803;0.0246175;0.246539;0.308965;0.076172;0.0255784;93;15;0;0;
599;102.671;113.616;92.9865;-0.0236914;0.999331;0.0278781;0.022703;0.718208;0.623174;0.447569;0.0539121;358;88;0;0;
598;104.426;106.466;91.9201;0.852537;0.335162;-0.401058;0.0135786;0.359236;0.304444;0.109367;0.0669596;248;66;0;0;
653;121.967;81.568;89.1532;0.856961;0.47768;-0.19349;0.0283283;0.303554;0.300922;0.0913462;0.0718939;240;78;0;0;
597;121.955;83.3937;91.5223;0.995585;-0.074067;0.0576647;0.0354132;0.281642;0.423289;0.119216;0.031677;94;86;0;0;
960;131.7;74.065;88.1729;-0.384943;0.921741;0.0470421;0.042797;0.360683;1.02406;0.369361;0.183933;337;87;0;0;
594;102.649;107.078;89.7687;0.922372;0.386268;-0.00517105;0.0133259;0.336748;0.297253;0.100099;0.0876712;247;89;0;0;
424;107.586;104.389;93.8711;0.535155;0.839744;-0.0918638;0.0317934;0.600862;0.361223;0.217045;0.0928159;212;84;0;0;
592;106.832;101.369;90.3481;0.9306;0.300984;0.20831;0.0131063;0.252721;0.380048;0.096046;0.0658251;72;77;0;0;
590;123.043;82.0833;90.8733;-0.203606;-0.165874;0.964899;0.018334;0.563129;0.277175;0.156085;0.0768152;230;15;0;0;
589;133.538;72.9445;88.6275;0.708141;0.36069;-0.606992;0.0301855;0.303196;0.372399;0.11291;0.0597919;243;52;0;0;
570;129.123;77.2646;90.5253;0.526429;-0.554965;0.644117;0.0300222;0.456543;0.404557;0.184697;0.0779836;136;49;0;0;
211;109.877;100.661;93.7369;0.808339;0.570274;-0.146202;0.0303986;0.204053;0.297238;0.0606522;0.029886;234;81;0;0;
659;122.526;81.8956;89.7253;-0.160477;-0.415346;0.895396;0.0153694;0.571913;0.365454;0.209008;0.126659;201;26;0;0;
582;135.029;71.1949;86.9648;0.118466;0.988637;0.0925305;0.0116551;0.215529;0.311187;0.0670697;0.063045;6;84;0;0;
1563;136.155;71.6604;90.3696;0.175581;0.709916;-0.682049;0.0204293;0.458949;0.366022;0.167985;0.131657;193;46;0;0;
581;114.252;90.9542;90.2784;0.732335;0.680465;-0.02556;0.0350466;0.374015;0.23655;0.0884734;0.0620589;227;88;0;0;
1989;103.475;105.479;88.0669;0.92121;0.358021;-0.152293;0.0384329;0.619102;0.752252;0.465721;0.283013;248;81;0;0;
1611;109.008;99.4741;89.4019;0.82163;-0.324952;-0.468328;0.0335626;0.759754;0.812839;0.617558;0.312359;291;62;0;0;
1125;126.357;77.9644;86.9474;-0.359656;-0.504223;0.785116;0.0223365;0.388419;0.32298;0.125452;0.0726914;215;38;0;0;
577;103.008;112.158;92.9736;0.834087;0.167472;-0.525597;0.0256672;0.231905;0.360681;0.0836437;0.0680464;258;58;0;0;
1623;131.3;74.7958;87.2614;0.786632;0.420194;-0.45238;0.0323565;0.503179;0.608455;0.306162;0.202438;241;63;0;0;
576;121.908;81.8622;86.9631;0.346091;0.676005;-0.650568;0.0323511;0.384225;0.393118;0.151046;0.110888;207;49;0;0;
49;97.4055;111.966;84.5946;0.165971;0.0547082;0.984612;0.00386402;0.329513;0.27834;0.0917165;0.0599905;71;10;0;0;
672;108.989;98.9749;89.2592;0.897089;0.166233;-0.409388;0.0227651;0.331184;0.233977;0.0774894;0.0640338;259;65;0;0;
1243;102.511;107.176;89.4901;0.715991;0.331605;-0.614325;0.0239252;1.00819;0.419835;0.423274;0.254759;245;52;0;0;
1277;101.536;108.165;87.6298;0.273625;0.0407369;0.960974;0.0394231;1.05759;0.342717;0.362452;0.0713748;81;16;0;0;
574;109.346;99.6476;90.7044;-0.0583627;0.987821;-0.144232;0.0363051;0.478775;0.394768;0.189005;0.0591027;176;81;0;0;
1953;114.747;91.7306;91.8163;0.441129;0.7973;-0.411968;0.0295084;0.841205;0.838428;0.70529;0.482208;208;65;0;0;
585;124.476;78.9136;86.5028;0.422788;0.859434;0.287443;0.0273422;0.325539;0.264217;0.0860128;0.0610903;26;73;0;0;
630;98.5329;115.964;88.4793;0.965184;0.0139042;-0.261203;0.0349788;0.398121;0.38101;0.151688;0.0516955;269;74;0;0;
384;103.36;103.516;85.1118;0.995736;0.0482382;-0.0786264;0.0252526;0.210672;0.231437;0.0487575;0.0343411;267;85;0;0;
568;110.612;92.8872;85.5031;-0.0302406;-0.322876;0.945958;0.0393599;0.467649;0.488017;0.22822;0.1164;185;18;0;0;
578;105.347;102.675;87.7612;0.917392;0.0797432;0.389913;0.0131587;0.234553;0.269715;0.0632626;0.0586106;85;67;0;0;
565;113.856;93.8703;92.143;0.227679;0.349369;0.908902;0.0331776;0.383099;0.275003;0.105353;0.0771119;33;24;0;0;
27;123.729;80.8706;89.4218;0.291966;0.887426;0.356694;0.0475796;0.274286;0.344121;0.0943876;0.00624098;18;69;0;0;
562;108.236;101.517;91.7575;0.89145;-0.161276;-0.423447;0.0236714;0.307975;0.335782;0.103412;0.0940419;280;64;0;0;
1904;104.308;107.726;92.607;0.542383;0.413356;-0.731407;0.0682363;2.04873;2.37875;4.87341;1.47025;232;42;0;0;
561;113.171;93.5967;91.7941;-0.288235;-0.406457;0.867014;0.0154316;0.413402;0.42732;0.176655;0.0953647;215;29;0;0;
557;114.346;90.7818;90.2365;0.147194;0.768865;-0.622239;0.0235521;0.250872;0.238793;0.0599066;0.0472822;190;51;0;0;
187;118.495;86.8403;89.4939;0.615076;0.363837;-0.699503;0.031736;0.287908;0.217307;0.0625645;0.0429769;239;45;0;0;
518;133.231;72.9153;86.6074;0.908806;0.123382;-0.398559;0.0267009;0.273567;0.376077;0.102882;0.0834614;262;66;0;0;
1971;107.856;100.089;88.7577;0.160097;0.653032;-0.740215;0.0308183;1.2425;1.51712;1.88502;1.03885;193;42;0;0;
784;109.127;94.6622;85.21;0.0272172;0.78172;-0.623035;0.0214048;0.36628;0.239418;0.0876942;0.0680135;181;51;0;0;
1127;117.137;88.5333;91.1877;0.838244;0.506108;0.202985;0.0260613;0.352992;0.249892;0.0882099;0.0708791;58;78;0;0;
846;123.005;81.9918;90.6261;0.956754;0.159257;0.243433;0.0158555;0.628945;0.514689;0.323711;0.146135;80;75;0;0;
556;101.912;112.377;91.9329;-0.123706;0.356613;0.926026;0.0483035;1.03519;0.598074;0.619121;0.0831336;340;22;0;0;
1002;135.689;70.796;88.2031;0.489347;0.555595;-0.672201;0.0162213;0.38166;0.198329;0.0756942;0.0610982;221;47;0;0;
422;99.2343;112.201;84.9445;0.726056;0.606235;-0.324532;0.0232099;0.27809;0.399441;0.11108;0.0327457;230;71;0;0;
1010;124.756;81.0522;90.9939;0.10138;0.945965;-0.308015;0.0461984;1.11976;0.89388;1.00093;0.18167;186;72;0;0;
