No.	Trend	Plunge	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes	Label	Strabo Type	Strabo quality
88	246	15	136.733	71.7041	91.0873	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1109			0
89	252	8	120.271	86.4316	91.993	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|323			0
90	254	21	109.676	98.8945	92.8491	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1088			0
91	236	27	131.175	75.3044	89.6147	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1108			0
92	267	3	116.862	86.9673	91.2431	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1069			0
93	240	9	121.695	83.2082	91.0776	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1053			0
94	255	1	128.763	76.5267	87.8367	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1052			0
95	256	2	102.443	111.11	91.9955	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|993			0
96	257	16	123.507	81.5125	90.9276	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1073			0
97	244	12	112.337	92.179	88.1254	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1305			0
98	240	28	115.52	90.7131	91.4615	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1026			0
99	229	4	107.031	105.703	93.9263	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|469			0
100	248	11	108.513	102.536	93.0096	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1721			0
101	245	8	105.915	104.196	91.535	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1877			0
102	233	28	100.169	113.123	89.063	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1198			0
