centerx,centery,centerz,normalx,normaly,normalz,rms,horiz_ext,vert_ext,surf_ext,surface,dip dir.,dip,family ind.,subfamily ind.,,strike
107.106,104.707,93.8395,0.706633,0.663107,-0.246899,0.0218449,0.679265,0.793148,0.538757,0.345839,226,75,0,0,,136
105.959,104.293,91.787,0.751522,0.659578,0.0130996,0.0219842,0.548633,0.69918,0.383593,0.361139,48,89,0,0,,318
109.234,96.2654,86.334,0.774258,0.628633,0.0731089,0.0158401,1.04059,0.366895,0.381785,0.348106,50,85,0,0,,320
127.495,78.0026,89.8657,0.00665154,0.73191,-0.681368,0.0484035,1.13246,0.688725,0.779955,0.342472,180,47,0,0,,90
113.398,91.5134,88.4597,0.384497,0.878554,-0.283381,0.0566295,2.34795,1.76872,4.15286,1.56735,203,73,0,0,,113
116.461,87.3016,89.9467,-0.249071,-0.554958,0.793716,0.0220552,0.744916,0.996566,0.742358,0.379688,204,37,0,0,,114
111.617,92.8419,90.4696,-0.484893,0.871572,0.0723902,0.0243731,0.813565,0.844172,0.686789,0.505679,330,85,0,0,,240
108.224,101.405,91.417,0.953708,-0.0294431,0.299289,0.0358162,0.894681,0.739048,0.661212,0.363486,91,72,0,0,,1
102.451,109.002,91.2398,-0.270094,-0.173136,0.947139,0.034539,1.81288,1.41437,2.56408,0.822366,237,18,0,0,,147
102.831,107.512,91.3052,-0.0611959,-0.340542,0.938236,0.0373832,1.13282,0.668832,0.757664,0.389223,190,20,0,0,,100
128.497,76.8497,88.2348,0.962352,0.226423,0.150368,0.0120398,0.530171,1.02492,0.543383,0.356695,76,81,0,0,,346
117.187,86.9927,89.6147,-0.0472104,0.987182,0.152457,0.0665317,1.8414,0.670312,1.23431,0.334704,357,81,0,0,,267
106.27,101.507,87.6198,0.496056,0.565553,-0.658847,0.0725927,4.36884,3.87258,16.9187,5.11513,221,48,0,0,,131
107.866,100.69,89.6339,0.0405583,0.830076,-0.556174,0.0348378,1.08638,0.661856,0.719027,0.364867,182,56,0,0,,92
111.48,92.7171,87.5313,0.408961,0.467959,-0.783432,0.029567,1.83532,1.15981,2.12863,0.648594,221,38,0,0,,131
110.98,97.1331,92.7323,0.365058,0.338347,-0.867325,0.0595814,8.27397,5.05488,41.8239,12.6808,227,29,0,0,,137
135.03,70.7305,86.4863,-0.308044,-0.353272,0.88335,0.0482945,2.17308,1.1473,2.49318,0.938803,221,27,0,0,,131
116.891,88.9202,91.6193,0.699909,0.64456,-0.307683,0.03924,1.6222,0.847044,1.37407,0.900235,227,72,0,0,,137
134.72,72.3821,90.7497,0.137257,0.972414,-0.188602,0.0528824,1.3741,1.16795,1.60488,0.525829,188,79,0,0,,98
133.838,73.0263,89.0306,0.45267,0.891331,-0.0248811,0.0556541,1.64469,1.27191,2.09189,0.955053,206,88,0,0,,116
123.477,81.1408,89.3425,0.595655,0.796124,-0.106685,0.0498018,0.769376,1.0222,0.786455,0.340658,216,83,0,0,,126
110.558,94.3212,86.059,-0.315272,-0.386182,0.866872,0.0259653,1.94183,1.38473,2.68891,0.917893,219,29,0,0,,129
99.9042,111.77,88.4955,0.826803,-0.451191,-0.335892,0.0507943,1.0362,1.04286,1.08061,0.546607,298,70,0,0,,208
114.114,91.548,90.5422,0.963736,0.0595065,-0.260139,0.0527718,0.785219,0.695082,0.545792,0.308394,266,74,0,0,,176
108.513,102.536,93.0096,0.912345,0.362762,0.189816,0.0326609,1.48767,0.95113,1.41497,0.557672,68,79,0,0,,338
105.915,104.196,91.535,0.90572,0.405669,0.1229,0.0687771,3.57273,1.38882,4.96187,2.70364,65,82,0,0,,335
102.95,108.09,91.4612,-0.513572,0.273099,0.813425,0.0408975,0.902147,0.798959,0.720778,0.355083,298,35,0,0,,208
106.756,103.839,92.8239,0.810629,0.565726,-0.15111,0.0162465,1.09034,0.667315,0.727601,0.451334,235,81,0,0,,145
103.004,107.092,90.3308,0.186393,0.976829,-0.105183,0.048864,1.30847,1.85964,2.43328,1.19729,190,83,0,0,,100
106.932,105.226,93.8236,0.976188,-0.155867,-0.150872,0.035565,0.718208,0.653523,0.469366,0.313025,279,81,0,0,,189
134.285,71.9985,87.7818,0.724165,0.687825,0.0498232,0.069224,2.25418,2.25552,5.08435,2.3666,46,87,0,0,,316
116.656,87.0195,88.3631,-0.53797,-0.323558,0.778395,0.0366466,1.24495,0.733055,0.912616,0.540152,238,38,0,0,,148
100.741,112.206,90.4275,-0.262446,-0.0053122,0.964932,0.041997,1.30939,0.749649,0.981583,0.368446,268,15,0,0,,178
99.4382,112.487,86.9505,0.887905,0.230612,0.398049,0.01934,1.33639,0.898041,1.20013,0.500859,75,66,0,0,,345
106.988,99.679,86.7895,0.632642,0.425619,-0.647002,0.0416152,1.45503,0.685125,0.99688,0.449354,236,49,0,0,,146
109.566,94.0586,85.2026,-0.254756,-0.176202,0.950816,0.0382812,2.07681,1.15433,2.39732,1.39002,235,18,0,0,,145
128.095,77.5014,89.8698,0.960971,0.259221,0.096643,0.0236745,1.42127,1.38114,1.96298,1.08183,74,84,0,0,,344
112.336,94.7198,92.3809,-0.376941,0.0545219,0.924631,0.029908,0.59085,1.65768,0.97944,0.489118,278,22,0,0,,188
129.93,76.6632,89.4188,0.865232,0.501366,0.00235583,0.0368958,0.966182,2.59808,2.51021,1.05241,59,89,0,0,,329
120.327,86.0987,91.7478,0.55034,0.432998,-0.713889,0.036582,2.3814,1.20056,2.859,1.14495,231,44,0,0,,141
118.633,86.0358,89.6889,0.973385,0.207084,0.0981711,0.0245359,1.28488,1.34554,1.72886,0.964851,77,84,0,0,,347
106.042,104.533,92.3216,0.556583,0.561981,-0.611876,0.0445479,1.31173,0.604015,0.792302,0.545851,224,52,0,0,,134
122.829,81.5073,89.2715,0.118164,0.98536,0.122895,0.0382292,0.90972,0.679943,0.618558,0.40576,6,82,0,0,,276
104.913,103.723,88.5659,0.423891,0.894479,0.142208,0.032174,0.608763,0.685825,0.417505,0.319089,25,81,0,0,,295
110.2,97.4551,89.4565,0.672255,0.42269,-0.607789,0.0242932,1.32629,0.604542,0.801795,0.594989,237,52,0,0,,147
106.327,104.556,92.9231,0.86957,0.376274,-0.31979,0.0374609,0.68548,0.618401,0.423901,0.307006,246,71,0,0,,156
124.28,79.1847,86.8362,0.946213,0.323497,0.00559151,0.0375046,0.541297,1.32095,0.715027,0.445808,71,89,0,0,,341
102.025,106.918,87.0584,0.861027,0.480498,-0.166594,0.0815139,3.60163,4.76662,17.1676,6.09841,240,80,0,0,,150
133.972,72.4688,90.0907,0.367134,0.636789,-0.678021,0.0457388,2.10831,0.914003,1.92701,0.94118,209,47,0,0,,119
112.461,92.3744,89.5899,0.261764,0.964805,0.0251397,0.0658836,2.30281,1.85711,4.27657,2.2925,15,88,0,0,,285
103.81,104.386,86.7686,-0.542926,-0.445672,0.711764,0.0306431,1.58607,0.624984,0.991267,0.630498,230,44,0,0,,140
107.895,97.7743,85.4451,0.95669,0.288193,-0.0410951,0.0238988,1.12352,0.45153,0.507301,0.304507,253,87,0,0,,163
107.121,103.092,92.6214,0.772895,0.293054,-0.562809,0.0601046,1.2899,2.26065,2.91601,0.832869,249,55,0,0,,159
118.394,86.6354,91.3753,-0.272534,-0.594387,0.756591,0.0595066,3.19672,1.45018,4.63582,1.68477,204,40,0,0,,114
120.07,84.7032,89.4687,0.320477,0.723799,-0.611072,0.0472101,1.43425,1.59508,2.28774,0.923827,203,52,0,0,,113
100.955,114.75,92.1143,-0.290147,-0.27117,0.917759,0.0628526,5.61595,3.36628,18.9049,8.01937,226,23,0,0,,136
108.096,101.109,90.7134,-0.229739,-0.571375,0.787877,0.0274291,1.3706,0.943761,1.29352,0.719275,201,38,0,0,,111
101.584,107.929,87.1513,0.943761,0.144618,-0.297323,0.0560191,1.40394,2.15284,3.02247,1.45399,261,72,0,0,,171
105.178,104.383,89.8696,-0.131191,-0.445255,0.885741,0.0439152,1.19485,0.651055,0.77791,0.409523,196,27,0,0,,106
134.494,71.8452,86.9237,0.798574,0.443243,-0.407204,0.0421134,1.32708,0.953163,1.26493,0.920465,240,65,0,0,,150
112.879,93.3437,91.4852,-0.150019,-0.661028,0.735212,0.0510125,3.01163,2.82583,8.51036,3.56815,192,42,0,0,,102
105.087,102.806,87.3525,0.632091,0.407181,-0.659291,0.0370929,1.64523,0.937152,1.54183,0.972125,237,48,0,0,,147
129.185,77.1104,89.6206,-0.697612,0.715822,0.0306034,0.0428746,0.479889,0.967235,0.464166,0.311777,315,88,0,0,,225
109.008,99.4741,89.4019,0.82163,-0.324952,-0.468328,0.0335626,0.759754,0.812839,0.617558,0.312359,291,62,0,0,,201
114.747,91.7306,91.8163,0.441129,0.7973,-0.411968,0.0295084,0.841205,0.838428,0.70529,0.482208,208,65,0,0,,118
104.308,107.726,92.607,0.542383,0.413356,-0.731407,0.0682363,2.04873,2.37875,4.87341,1.47025,232,42,0,0,,142
107.856,100.089,88.7577,0.160097,0.653032,-0.740215,0.0308183,1.2425,1.51712,1.88502,1.03885,193,42,0,0,,103
126.36,77.9771,86.4649,0.794568,0.603488,0.0668124,0.0396321,1.47422,0.861429,1.26993,0.686324,52,86,0,0,,322
120.528,84.1632,89.0953,0.382504,0.681257,-0.624163,0.0448581,1.07088,1.27831,1.36893,0.569601,209,51,0,0,,119
115.51,87.8263,86.7571,0.832983,0.418119,-0.362375,0.0506363,1.04665,1.66822,1.74604,0.958188,243,68,0,0,,153
115.083,88.2924,86.9455,0.742063,0.664858,-0.0854799,0.0362439,0.817407,0.670155,0.547789,0.300839,228,85,0,0,,138
125.209,80.6093,90.8457,-0.0801208,-0.329273,0.94083,0.0109699,0.933844,0.706888,0.660124,0.332997,193,19,0,0,,103
109.528,99.4294,92.9912,0.705968,0.440895,-0.554275,0.0363969,1.16035,0.417233,0.484135,0.319986,238,56,0,0,,148
100.216,112.09,89.5674,-0.638708,-0.258743,0.724641,0.0430849,0.951307,0.555625,0.52857,0.314324,247,43,0,0,,157
121.913,80.7491,85.717,-0.145111,-0.0841882,0.985827,0.0395794,4.17866,1.67984,7.01947,3.62574,239,9,0,0,,149
108.503,97.1819,86.2547,0.829048,0.557576,-0.0422821,0.0340422,1.28673,1.20838,1.55486,1.10247,236,87,0,0,,146
131.745,75.1527,89.9395,-0.540072,-0.210081,0.814977,0.0342695,0.823134,1.25586,1.03375,0.516383,248,35,0,0,,158
111.486,93.0916,87.9636,0.935581,0.280909,0.21396,0.0163763,1.1291,0.637053,0.719298,0.359016,73,77,0,0,,343
102.007,111.297,91.8632,0.119799,0.977368,-0.174353,0.0508037,0.692696,0.834855,0.5783,0.34423,186,79,0,0,,96
108.615,100.105,89.03,-0.388652,-0.511329,0.76648,0.0150737,0.930378,0.90399,0.841052,0.418388,217,39,0,0,,127
106.581,102.3,89.5664,0.892019,0.434851,-0.123316,0.0612843,4.65455,3.83741,17.8614,6.21427,244,82,0,0,,154
99.3612,115.025,88.8091,0.963946,-0.227637,-0.137805,0.0356334,0.911114,0.987871,0.900063,0.599387,283,82,0,0,,193
113.951,92.1433,90.611,0.645923,0.478,-0.595231,0.0528735,0.978809,1.27949,1.25238,0.643016,233,53,0,0,,143
108.564,102.868,93.6217,-0.547552,-0.235446,0.802964,0.0298352,0.883548,0.659806,0.582971,0.414944,246,36,0,0,,156
98.916,116.731,89.2501,0.747475,0.350296,-0.564424,0.0450522,1.79091,1.4784,2.64768,1.29555,244,55,0,0,,154
108.287,103.61,93.9785,0.676333,0.614503,-0.406152,0.0357311,1.37561,1.05138,1.44628,0.9406,227,66,0,0,,137
108.41,98.085,87.3085,0.681143,0.445026,-0.581374,0.0730876,3.43462,2.68045,9.20632,3.54009,236,54,0,0,,146
107.447,101.278,90.0659,-0.11067,-0.654414,0.747994,0.0305939,0.723287,0.879115,0.635853,0.358217,189,41,0,0,,99
109.65,96.4775,87.034,-0.36064,-0.541398,0.759491,0.0328495,1.31,1.65909,2.1734,1.08273,213,40,0,0,,123
102.254,113.929,92.3959,-0.667026,0.242026,0.704627,0.0578392,1.00578,1.71948,1.72942,0.640635,289,45,0,0,,199
101.279,108.09,85.5646,0.872857,0.461827,0.157598,0.0383636,1.8878,0.909466,1.71689,1.03802,62,80,0,0,,332
104.396,108.261,92.957,0.927438,0.266183,-0.262689,0.0302947,0.834068,0.706577,0.589333,0.306912,253,74,0,0,,163
119.202,84.8548,87.4526,0.0395326,-0.497239,0.866713,0.018657,1.48528,1.45777,2.1652,1.23259,175,29,0,0,,85
124.084,80.3811,89.2074,0.959889,0.179749,0.215184,0.0186095,1.3984,1.29204,1.80679,0.850533,79,77,0,0,,349
125.285,79.2141,87.8776,0.232137,-0.813002,0.533985,0.0426249,0.721214,0.974443,0.702782,0.346621,164,57,0,0,,74
98.3409,116.546,87.593,0.867647,0.292572,-0.401983,0.0428467,0.667765,0.882157,0.589074,0.367775,251,66,0,0,,161
116.174,88.5107,90.0502,-0.386842,-0.390832,0.835227,0.0365499,1.194,1.54971,1.85035,1.13856,224,33,0,0,,134
134.067,72.6652,90.3884,0.96669,0.194782,-0.166042,0.0646134,0.862761,1.2589,1.08613,0.417966,258,80,0,0,,168
113.402,92.2798,90.4141,-0.0184251,0.94839,-0.31657,0.0432527,0.525345,1.17803,0.618873,0.45919,178,71,0,0,,88
124.88,78.8598,86.6221,0.12202,0.973562,-0.193099,0.0328134,0.634202,1.0978,0.696225,0.330724,187,78,0,0,,97
128.455,76.0343,86.844,0.377867,0.69382,-0.61305,0.0738219,2.13784,1.89284,4.0466,1.57812,208,52,0,0,,118
125.373,78.771,86.5337,0.0947323,0.933415,-0.346067,0.0502431,0.961919,0.713371,0.686205,0.376628,185,69,0,0,,95
124.203,80.4827,89.8069,-0.322717,-0.365643,0.873017,0.0494368,2.28441,1.02253,2.33587,0.961189,221,29,0,0,,131
102.411,105.698,85.4946,0.92449,0.347158,0.157481,0.0223685,0.718409,0.501999,0.360641,0.345045,69,80,0,0,,339
111.304,93.1575,90.9977,-0.171215,-0.381498,0.908375,0.0237697,0.806198,0.702762,0.566565,0.349572,204,24,0,0,,114
112.271,90.9745,85.7898,0.58314,0.800378,0.139077,0.0476359,1.05611,0.788555,0.832802,0.516437,36,82,0,0,,306
109.05,101.074,92.9163,0.97895,0.18949,0.0758324,0.0420098,1.31241,1.24459,1.63341,0.768228,79,85,0,0,,349
132.073,75.7857,90.8327,0.520894,0.634098,-0.57148,0.0428698,0.90946,0.684,0.622071,0.392014,219,55,0,0,,129
107.694,103.702,93.5216,-0.368402,-0.192979,0.909417,0.0609364,1.40721,0.8098,1.13956,0.438349,242,24,0,0,,152
103.027,112.642,92.8162,0.910282,-0.222574,-0.349067,0.0408482,0.711837,0.711978,0.506812,0.443077,283,69,0,0,,193
104.06,106.93,91.8055,0.6673,0.5508,-0.501328,0.0446045,1.28124,1.14054,1.46131,0.887799,230,59,0,0,,140
102.361,112.303,92.203,-0.439991,0.0560485,0.896251,0.0380341,1.803,1.25124,2.25598,0.817228,277,26,0,0,,187
100.062,111.286,89.3291,0.929445,-0.282463,-0.237374,0.0385235,0.994335,0.883741,0.878734,0.715107,286,76,0,0,,196
99.4941,116.084,91.2085,0.921232,0.295524,0.252976,0.0367725,3.44357,1.7915,6.16917,3.79395,72,75,0,0,,342
110.302,96.7175,90.8723,0.95464,0.198373,0.222062,0.062745,8.74563,4.61722,40.3806,16.6503,78,77,0,0,,348
110.832,94.0901,91.2932,0.848084,0.429103,-0.310843,0.0522515,1.19492,0.945497,1.12979,0.651503,243,71,0,0,,153
132.354,74.9036,90.6751,0.857695,0.237299,-0.456122,0.0424216,1.01302,0.974232,0.986914,0.583601,254,62,0,0,,164
110.188,97.8458,89.9027,0.925418,0.377505,-0.0330294,0.03481,0.774655,0.433487,0.335803,0.309043,247,88,0,0,,157
107.494,105.231,94.0016,0.3287,-0.0217591,0.944184,0.0249627,0.654658,1.04204,0.682183,0.357163,93,19,0,0,,3
129.429,75.2855,86.8617,0.903143,0.427482,-0.0398919,0.040303,0.8297,1.16575,0.96722,0.465619,244,87,0,0,,154
98.9328,113.241,85.882,0.970425,0.232764,-0.0640086,0.0710111,3.5257,1.73308,6.11034,2.93895,256,86,0,0,,166
132.869,73.896,89.5422,0.913413,0.253021,0.318837,0.0666125,2.52396,2.81646,7.10862,2.75169,74,71,0,0,,344
97.681,114.419,84.7945,-0.503228,0.25833,0.824637,0.0396204,1.0913,0.875796,0.955761,0.338773,297,34,0,0,,207
109.167,97.9412,87.9346,-0.350007,-0.485384,0.801185,0.0401968,1.71808,1.56423,2.68748,1.31517,215,36,0,0,,125
100.141,110.958,88.2018,0.648442,0.758599,0.0636488,0.0427544,0.537186,0.889499,0.477826,0.373274,40,86,0,0,,310
106.848,102.117,90.9592,-0.40995,-0.249369,0.877357,0.0256454,1.213,0.72946,0.884836,0.378378,238,28,0,0,,148
120.828,83.6377,87.7165,-0.138915,0.97233,0.187822,0.03432,0.708947,1.18992,0.843593,0.609264,351,79,0,0,,261
103.524,106.616,89.8063,0.790565,0.195811,-0.580229,0.0237913,0.804958,1.1366,0.914917,0.486113,256,54,0,0,,166
117.303,86.6892,90.9987,0.181056,0.809379,-0.558681,0.0401655,1.16684,0.908041,1.05954,0.37012,192,56,0,0,,102
100.003,110.79,85.6092,0.897136,0.340711,-0.281182,0.0663626,3.32136,2.42332,8.04873,3.04599,249,73,0,0,,159
130.946,75.1338,88.3385,0.896075,0.299861,0.327312,0.0361926,2.75173,2.70296,7.43782,3.49697,71,70,0,0,,341
136.103,71.1487,89.3091,0.351101,0.711724,-0.608421,0.0339682,1.19335,1.04317,1.24487,0.711984,206,52,0,0,,116
105.648,104.392,90.5252,0.674525,0.188801,-0.713702,0.032545,1.39929,0.668265,0.935098,0.352246,254,44,0,0,,164
98.6933,114.687,86.7143,0.865885,-0.43286,-0.250748,0.0183993,0.868932,0.916627,0.796486,0.425718,296,75,0,0,,206
126.794,77.7212,89.1548,-0.133914,-0.486456,0.863382,0.0338285,1.44528,1.04469,1.50987,0.744171,195,30,0,0,,105
114.214,92.8999,92.3853,-0.542292,-0.352924,0.762472,0.0333292,1.24152,1.09173,1.35541,0.726735,236,40,0,0,,146
120.51,84.9351,90.285,0.897484,0.431843,-0.0896316,0.0399379,0.933051,1.43438,1.33835,0.546291,244,84,0,0,,154
119.935,83.983,86.5086,0.281311,0.906608,-0.314526,0.0404427,0.759886,1.23939,0.941793,0.714949,197,71,0,0,,107
103.708,108.739,92.7602,-0.37471,-0.220769,0.900474,0.0371206,1.11028,0.974943,1.08246,0.445395,239,25,0,0,,149
125.408,80.7532,91.1568,0.931113,0.353746,-0.0888401,0.0284946,1.35858,0.654772,0.889557,0.573944,249,84,0,0,,159
123.593,80.3406,88.4808,-0.0772617,-0.441687,0.893836,0.0317828,0.925849,1.14446,1.0596,0.661623,189,26,0,0,,99
100.226,113.92,90.8721,0.91762,0.396382,-0.0292381,0.0486382,1.73193,1.50238,2.60202,1.16784,246,88,0,0,,156
131.486,74.9171,89.5244,0.677696,0.700513,-0.223626,0.0491832,1.04109,0.7302,0.760202,0.312567,224,77,0,0,,134
105.367,103.929,89.4039,-0.0865761,0.870575,-0.484359,0.0521629,0.998636,0.970962,0.969638,0.486278,174,61,0,0,,84
102.8,111.606,92.549,0.819827,-0.413759,-0.395837,0.0514625,1.12595,0.708814,0.798087,0.310544,296,66,0,0,,206
